Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry
BAM,Brookfield Asset Management Inc.,,Financials,11,43.18,1.30,1.27,0.14,4,0.56,0.139,5/27/22,6/30/22,42.98,62.47,9.25,9.50,8.61,8.74,29.26,23.80,In the Margin of Safety,-3,Blended,Ex-date,10,193.71,35.49,4.71,4.21,8.83,1.63,0.58,3.74,22.31,2.05,0.91,,Capital Markets
BANF,BancFirst Corporation,,Financials,29,91.56,1.57,2.22,0.36,4,1.44,0.340,9/29/21,10/15/21,53.77,96.99,5.98,8.56,13.62,13.65,20.19,19.75,Above Fair Value,4,Blended,Ex-date,15,34.75,19.56,32.96,5.64,14.24,0.38,0.00,,16.90,2.34,1.11,,Banks
BAX,Baxter International Inc.,,Health Care,6,65.29,1.78,1.13,0.29,4,1.16,0.280,6/2/22,7/1/22,64.78,89.70,14.29,13.80,16.59,-1.41,-6.78,-0.37,In the Margin of Safety,-49,Blended,Ex-date,18,8.00,17.52,7.81,4.10,12.14,2.11,0.66,6.31,36.79,4.31,-1.79,,Healthcare Equipment and Supplies
BBY,"Best Buy Co., Inc.",,Consumer Discretionary,19,68.48,5.14,2.73,0.88,4,3.52,0.700,3/23/22,4/14/22,67.66,141.97,26.81,17.23,20.36,17.00,-18.53,11.61,In the Margin of Safety,-46,Blended,Declaration date excl. specials,26,5.89,0.87,4.34,7.34,63.54,0.97,0.59,23.16,9.82,7.30,0.50,,Specialty Retail
BC,Brunswick Corporation,,Consumer Discretionary,10,62.83,2.32,1.72,0.365,4,1.46,0.335,2/22/22,3/15/22,61.89,108.52,70.10,29.45,22.46,42.58,-13.69,19.09,In the Margin of Safety,-78,Blended,Ex-date,25,28.83,26.87,9.80,5.48,33.13,2.11,0.57,14.80,10.37,3.10,0.51,,Leisure Products
BCC,Boise Cascade Company,,Materials,5,64.12,0.75,0.90,0.12,4,0.48,0.100,11/30/21,12/15/21,46.51,85.17,10.01,11.20,,,26.84,45.61,In the Margin of Safety,-284,Blended,Ex-date,,176.73,37.64,10.28,20.12,65.51,2.76,0.25,39.24,3.17,1.67,0.04,,Paper and Forest Products
BCPC,Balchem Corporation,,Materials,12,113.6,0.56,0.56,0.64,1,0.64,0.580,12/27/21,1/21/22,112.58,174.30,10.35,10.84,10.99,13.53,9.43,14.32,In the Margin of Safety,-13,Blended,Ex-date,12,25.85,27.40,12.07,3.95,11.80,2.59,0.14,8.37,43.27,5.03,3.65,,Chemicals
BDX,"Becton, Dickinson and Company",,Health Care,50,234.74,1.48,1.32,0.87,4,3.48,0.830,12/9/21,12/31/21,231.46,280.62,4.94,3.81,4.11,7.06,10.88,3.49,At Fair Value,0,Blended,Ex-date,6,12.60,6.21,9.60,10.64,7.79,1.53,0.44,4.29,41.60,3.10,55.42,,Healthcare Equipment and Supplies
BEN,"Franklin Resources, Inc.",,Financials,42,23.15,5.01,3.93,0.29,4,1.16,0.280,12/30/21,1/14/22,22.76,38.27,3.64,5.18,8.45,12.65,-2.15,-1.51,In the Margin of Safety,-53,Blended,Ex-date excl. specials,13,73.48,24.81,22.03,1.99,16.41,4.49,0.23,8.22,7.49,1.22,2.01,,Capital Markets
BF.A,Brown-Forman Corporation,,Consumer Staples,23,63.32,1.19,1.21,0.189,4,0.75,0.180,12/2/21,12/28/21,56.97,72.47,4.02,4.34,5.47,7.50,1.14,8.77,At Fair Value,0,Blended,Ex-date excl. specials,7,-7.27,13.64,21.31,1.96,31.08,3.66,0.46,14.47,35.68,10.93,7.35,,Beverages
BF.B,Brown-Forman Corporation,,Consumer Staples,38,66.04,1.14,1.15,0.189,4,0.75,0.180,12/2/21,12/28/21,60.23,75.93,4.02,4.34,5.47,7.50,-0.44,9.93,At Fair Value,0,Blended,Ex-date excl. specials,7,-7.27,13.64,21.31,1.96,31.08,3.66,0.46,14.47,38.54,11.81,7.94,,Beverages
BFC,Bank First Corporation,,Financials,9,71.55,1.23,1.27,0.22,4,0.88,0.210,12/21/21,1/5/22,66.64,74.77,4.88,6.11,7.12,7.31,-2.41,8.40,At Fair Value,0,Blended,Declaration date,8,4.37,0.07,40.37,4.83,14.19,0.05,0.00,,12.49,1.72,0.67,,Banks
BHB,Bar Harbor Bankshares,,Financials,19,24.41,4.26,3.46,0.26,4,1.04,0.240,5/16/22,6/17/22,24.00,32.94,9.10,6.27,5.44,6.89,0.47,7.26,In the Margin of Safety,-17,Blended,Ex-date,10,11.98,-0.72,28.23,3.47,9.59,0.05,0.00,,11.02,1.06,0.86,,Banks
BIP,Brookfield Infrastructure Partners L.P.,,Utilities,15,38.2,3.77,4.16,0.36,4,1.44,0.340,2/25/22,3/31/22,35.28,46.01,5.35,6.35,7.55,9.56,29.00,25.65,At Fair Value,0,Blended,Ex-date excl. specials,11,573.49,70.35,4.66,6.20,10.63,0.61,0.57,3.33,37.46,3.53,1.32,,Multi-Utilities
BK,The Bank of New York Mellon Corporation,,Financials,12,41.21,3.30,2.57,0.34,4,1.36,0.310,7/26/21,8/9/21,40.26,64.63,7.26,7.19,12.45,9.85,7.57,2.29,In the Margin of Safety,-30,Blended,Ex-date,16,8.41,3.51,22.42,11.33,8.24,0.53,0.00,,12.20,1.09,2.70,,Capital Markets
BKH,Black Hills Corporation,,Utilities,52,68.43,3.48,3.13,0.595,4,2.38,0.565,11/16/21,12/1/21,61.95,80.95,5.46,5.79,6.36,4.71,19.39,4.66,In the Margin of Safety,-2,Blended,Ex-date,10,9.85,19.30,12.06,9.20,9.55,1.07,0.61,3.84,19.03,1.74,4.85,,Multi-Utilities
BKSC,Bank of South Carolina Corporation,,Financials,12,16.39,4.15,3.58,0.17,4,0.68,0.160,10/2/20,10/30/20,16.19,23.15,28.79,23.62,6.58,9.37,-13.72,5.09,In the Margin of Safety,-11,Blended,Declaration date excl. specials,11,-5.41,-0.12,31.00,3.11,13.07,0.13,0.00,,16.12,2.30,4.52,,Banks
BLK,"BlackRock, Inc.",,Financials,13,585.77,3.33,2.44,4.88,4,19.52,4.130,3/4/22,3/23/22,575.60,973.16,14.99,11.56,13.01,11.88,3.48,24.41,In the Margin of Safety,-19,Blended,Ex-date,16,15.87,16.47,31.20,33.52,16.42,1.75,0.20,10.25,18.93,3.10,1.32,,Capital Markets
BMI,"Badger Meter, Inc.",,Information Technology,30,73.66,1.09,0.99,0.2,4,0.80,0.180,8/26/21,9/10/21,73.20,112.36,9.87,10.38,11.88,9.67,7.97,22.64,In the Margin of Safety,-17,Blended,Ex-date,13,19.46,19.52,11.83,2.27,15.77,3.18,0.02,12.53,47.33,7.13,3.65,,"Electronic Equipment, Instruments and Components"
BMRC,Bank of Marin Bancorp,,Financials,17,31.87,3.01,2.24,0.24,4,0.96,0.230,7/29/21,8/6/21,30.05,39.65,3.27,11.80,12.81,11.16,-8.07,-2.48,In the Margin of Safety,-33,Blended,Ex-date excl. specials,16,-2.07,23.00,27.84,2.96,9.02,0.05,0.00,,15.11,1.33,2.97,,Banks
BMY,Bristol-Myers Squibb Company,,Health Care,16,72.62,2.97,3.09,0.54,4,2.16,0.490,1/6/22,2/1/22,53.22,78.62,-11.59,8.57,12.37,7.50,19.42,19.29,In the Margin of Safety,-1,Blended,Declaration date,15,0.00,9.70,13.32,7.37,18.09,1.32,0.60,8.02,25.69,4.93,-68.65,,Pharmaceuticals
BNS,The Bank of Nova Scotia,,Financials,7,61.38,5.22,4.60,0.801,4,3.20,0.792,4/4/22,4/27/22,59.05,74.86,10.63,5.32,1.25,1.21,18.58,15.83,In the Margin of Safety,-14,Blended,Pay date,6,31.79,15.09,33.73,-52.68,14.88,0.41,0.00,,7.64,1.09,1.38,,Banks
BOH,Bank of Hawaii Corporation,,Financials,7,71.41,3.92,3.34,0.7,4,2.80,0.670,8/30/21,9/15/21,70.97,92.38,3.36,4.32,7.39,4.41,-3.13,5.66,In the Margin of Safety,-18,Blended,Ex-date,11,35.73,18.46,34.90,5.95,17.68,0.04,0.00,,13.74,2.67,1.88,,Banks
BOKF,BOK Financial Corporation,,Financials,17,74.51,2.85,2.70,0.53,4,2.12,0.520,11/12/21,11/24/21,74.38,120.21,1.95,2.51,3.84,5.67,7.50,7.64,In the Margin of Safety,-4,Blended,Ex-date excl. specials,7,4.98,-0.82,28.94,6.74,10.57,0.24,0.00,,12.09,1.32,0.94,,Banks
BPOP,"Popular, Inc.",,Financials,6,74.83,2.94,2.78,0.55,4,2.20,0.450,3/14/22,4/1/22,68.31,99.49,75.00,38.68,31.96,,20.52,20.20,In the Margin of Safety,-10,Blended,Pay date,35,26.73,15.18,32.23,12.67,16.73,0.18,0.00,,7.41,1.35,0.19,,Banks
BR,"Broadridge Financial Solutions, Inc.",,Information Technology,15,134.16,1.91,1.68,0.64,4,2.56,0.575,9/14/21,10/5/21,132.68,185.40,10.16,11.09,14.11,14.76,3.29,16.45,In the Margin of Safety,-6,Blended,Ex-date,16,5.85,14.39,10.00,3.76,32.34,1.28,0.71,8.84,32.87,10.00,2.62,,IT Services
BRC,Brady Corporation,,Industrials,37,43.89,2.05,1.91,0.225,4,0.90,0.220,10/7/21,10/29/21,41.70,58.01,1.72,1.95,1.78,2.01,-11.98,1.67,In the Margin of Safety,-13,Blended,Ex-date,4,6.40,17.79,10.67,2.24,14.68,1.97,0.11,11.21,17.03,2.47,2.40,,Commercial Services and Supplies
BRKL,"Brookline Bancorp, Inc.",,Financials,5,13.13,3.96,3.05,0.13,4,0.52,0.125,5/12/22,5/27/22,13.04,17.74,6.53,6.13,6.37,3.73,8.67,6.81,In the Margin of Safety,-40,Blended,Ex-date,10,25.68,12.29,35.91,1.67,11.80,0.05,0.00,,10.84,1.26,0.77,,Banks
BRO,"Brown & Brown, Inc.",,Financials,28,53.28,0.77,0.89,0.103,4,0.41,0.093,11/2/21,11/17/21,51.58,74.00,9.87,7.96,8.66,8.99,59.16,35.87,At Fair Value,0,Blended,Ex-date,9,15.58,15.09,19.36,3.22,14.89,1.77,0.47,7.80,33.58,4.72,1.89,,Insurance
BRT,BRT Apartments Corp.,,Real Estate,5,21.42,4.67,5.60,0.25,4,1.00,0.230,6/29/22,7/8/22,17.05,25.31,3.42,4.39,,,49.06,27.41,At Fair Value,0,Blended,Ex-date,,0.00,52.84,120.67,-0.02,23.15,2.07,0.54,-0.36,9.70,2.08,0.84,,Equity Real Estate Investment Trusts (REITs)
BSRR,Sierra Bancorp,,Financials,10,20.93,4.40,3.16,0.23,4,0.92,0.220,1/28/22,2/14/22,20.77,28.93,8.65,10.07,11.98,13.88,-3.56,4.43,In the Margin of Safety,-32,Blended,Ex-date,16,1.79,4.99,28.95,3.12,11.68,0.10,0.00,,9.65,1.15,0.68,,Banks
BUSE,First Busey Corporation,,Financials,8,22.17,4.15,3.58,0.23,4,0.92,0.220,1/21/21,1/29/21,21.00,29.73,3.38,4.34,5.93,6.73,2.48,5.30,In the Margin of Safety,-16,Blended,Ex-date,10,-8.93,8.92,27.11,2.89,9.19,0.05,0.00,,12.36,1.16,1.73,,Banks
BWFG,"Bankwell Financial Group, Inc.",,Financials,7,31.56,2.53,2.07,0.2,4,0.80,0.180,2/11/22,2/24/22,26.78,36.87,25.00,12.63,23.88,,28.35,7.71,In the Margin of Safety,-27,Blended,Ex-date,26,186.14,37.13,38.29,5.20,14.63,0.14,0.00,,9.11,1.22,0.55,,Banks
BWXT,"BWX Technologies, Inc.",,Industrials,7,49.29,1.79,1.27,0.22,4,0.88,0.210,3/9/22,3/29/22,42.58,62.53,8.98,9.36,18.75,,-17.06,4.25,In the Margin of Safety,-25,Blended,Ex-date,21,10.56,0.81,13.88,3.03,44.91,1.94,0.67,13.41,17.04,7.45,1.54,,Aerospace and Defense
BXS,BancorpSouth Bank,,Financials,10,22.97,3.83,2.59,0.22,4,0.88,0.200,3/14/22,4/1/22,22.89,34.24,8.01,7.62,11.27,35.10,-7.40,4.12,In the Margin of Safety,-55,Blended,Ex-date,15,-42.28,22.25,18.66,9.94,6.13,0.05,0.00,,18.86,1.20,-60.32,,Banks
CABO,"Cable One, Inc.",,Communication Services,7,1167.34,0.94,0.72,2.75,4,11.00,2.500,8/30/21,9/17/21,1049.81,2136.14,10.26,11.53,12.38,,-19.43,14.94,In the Margin of Safety,-81,Blended,Ex-date,13,78.23,39.71,23.34,121.12,22.33,1.88,0.67,5.91,22.33,4.55,0.69,,Media
CAC,Camden National Corporation,,Financials,10,44.19,3.62,2.95,0.4,4,1.60,0.360,1/13/22,1/31/22,41.48,52.16,12.13,8.78,12.27,8.31,1.36,7.56,In the Margin of Safety,-9,Blended,Declaration date,16,1.04,3.08,35.13,8.31,13.03,0.04,0.00,,10.61,1.44,1.00,,Banks
CAH,"Cardinal Health, Inc.",,Health Care,27,50.48,3.93,3.53,0.496,4,1.98,0.491,6/30/22,7/15/22,45.85,64.53,1.01,1.01,1.81,8.61,-3.20,9.66,In the Margin of Safety,-8,Blended,Ex-date,6,0.00,12.96,-0.54,2.81,-173.30,1.08,1.15,16.16,-16.81,-22.21,0.00,,Healthcare Providers and Services
CASS,"Cass Information Systems, Inc.",,Information Technology,21,33.15,3.38,2.36,0.28,4,1.12,0.270,12/2/21,12/15/21,31.85,46.26,1.86,6.53,10.04,9.74,-18.16,-5.68,In the Margin of Safety,-48,Blended,Ex-date excl. specials,13,24.32,10.55,18.52,2.35,12.51,0.93,0.03,9.39,17.24,2.33,3.56,,IT Services
CASY,"Casey's General Stores, Inc.",,Consumer Staples,23,183.84,0.83,0.82,0.38,4,1.52,0.350,7/29/22,8/15/22,170.82,216.40,6.16,6.89,7.99,8.97,-7.70,16.34,At Fair Value,0,Blended,Ex-date,9,0.00,-3.02,3.26,13.65,17.30,0.37,0.47,8.51,0.00,3.40,0.00,,Food and Staples Retailing
CAT,Caterpillar Inc.,,Industrials,29,194.79,2.46,2.35,1.2,4,4.80,1.110,7/19/22,8/19/22,179.67,237.90,5.83,9.08,7.20,9.13,-1.92,21.09,At Fair Value,0,Blended,Declaration date,10,90.10,22.50,12.34,10.32,38.56,1.45,0.69,9.39,18.56,6.97,0.00,,Machinery
CATC,Cambridge Bancorp,,Financials,24,80.11,3.20,2.80,0.64,4,2.56,0.610,2/9/22,2/24/22,77.62,97.57,15.43,7.47,6.07,5.55,3.69,3.91,In the Margin of Safety,-7,Blended,Ex-date,9,35.07,12.99,30.81,8.16,12.77,0.03,0.00,,11.01,1.37,0.89,,Banks
CB,Chubb Limited,,Financials,29,189.19,1.75,2.07,0.83,4,3.32,0.800,6/16/22,7/8/22,155.78,218.99,2.57,3.10,3.01,6.92,37.77,17.56,At Fair Value,0,Blended,Declaration date,5,53.10,5.82,20.22,26.48,14.19,0.35,0.27,6.23,11.30,1.60,0.87,,Insurance
CBAN,"Colony Bankcorp, Inc.",,Financials,5,15.66,2.75,1.90,0.108,4,0.43,0.103,2/3/22,2/18/22,15.39,19.59,3.11,22.64,75.40,,22.60,5.67,At Fair Value,0,Blended,Ex-date,78,-6.86,34.62,17.70,2.32,9.69,0.08,0.00,,12.59,1.32,1.15,,Banks
CBOE,"Cboe Global Markets, Inc.",,Financials,12,108.87,1.76,1.41,0.48,4,1.92,0.420,8/30/21,9/15/21,103.82,139.00,14.82,15.73,13.68,15.00,17.75,7.82,In the Margin of Safety,-33,Blended,Ex-date excl. specials,15,13.42,-1.65,14.50,11.78,14.39,1.26,0.33,10.60,24.47,3.41,1.16,,Capital Markets
CBSH,"Commerce Bancshares, Inc.",,Financials,54,63.23,1.68,1.58,0.265,4,1.06,0.263,3/7/22,3/23/22,62.63,75.84,4.35,8.50,8.61,6.43,-0.42,14.42,At Fair Value,0,Blended,Ex-date excl. specials,10,23.20,13.62,34.70,4.30,16.77,0.12,0.00,,16.91,2.93,1.13,,Banks
CBT,Cabot Corporation,,Materials,11,61.05,2.42,3.12,0.37,4,1.48,0.350,11/24/21,12/10/21,47.59,78.62,2.86,2.95,3.72,7.18,33.57,21.66,In the Margin of Safety,-4,Blended,Ex-date,6,0.00,40.37,3.43,2.34,16.40,1.27,0.56,13.12,29.82,4.21,-3.19,,Chemicals
CBTX,"CBTX, Inc.",,Financials,5,27.3,1.90,1.29,0.13,4,0.52,0.100,3/31/21,4/15/21,24.72,32.38,20.94,27.66,,,2.79,0.24,In the Margin of Safety,-43,Blended,Pay date,,26.48,21.90,23.64,1.04,6.67,0.21,0.00,,20.96,1.41,,,Banks
CBU,"Community Bank System, Inc.",,Financials,30,61.45,2.80,2.47,0.43,4,1.72,0.420,9/14/21,10/8/21,61.08,79.14,2.40,4.94,6.14,5.31,-6.39,8.15,In the Margin of Safety,-3,Blended,Ex-date,9,2.58,5.63,29.15,3.57,9.62,0.08,0.00,,20.66,2.05,2.75,,Banks
CCBG,"Capital City Bank Group, Inc.",,Financials,9,26.03,2.46,1.98,0.16,4,0.64,0.150,9/10/21,9/27/21,22.02,29.00,8.63,20.51,28.48,12.16,3.83,9.07,In the Margin of Safety,-41,Blended,Ex-date,31,-12.59,-6.64,15.62,4.92,10.52,0.25,0.00,,13.77,1.21,0.68,,Banks
CCI,Crown Castle International Corp. (REIT),,Real Estate,9,154.99,3.79,3.26,1.47,4,5.88,1.330,12/14/21,12/31/21,153.70,209.87,10.68,8.79,8.82,,10.50,16.65,In the Margin of Safety,-5,Blended,Ex-date,13,90.00,14.22,22.12,6.25,17.20,0.72,0.78,3.91,54.73,9.95,2.49,,Equity Real Estate Investment Trusts (REITs)
CCMP,Cabot Microelectronics Corporation,,Information Technology,5,173.34,1.06,1.18,0.46,4,1.84,0.440,3/22/21,4/23/21,119.19,197.00,3.38,4.34,19.99,,6.12,19.84,At Fair Value,0,Blended,Ex-date,21,61.17,12.95,8.85,8.94,11.74,3.16,0.50,7.73,47.82,5.62,2.80,,Semiconductors and Semiconductor Equipment
CCOI,"Cogent Communications Holdings, Inc.",,Communication Services,10,56,6.29,4.12,0.88,4,3.52,0.855,5/12/22,5/27/22,55.16,80.50,13.94,14.13,15.81,,1.00,11.64,In the Margin of Safety,-19,Blended,Ex-date,22,90.32,2.95,5.31,3.71,54.84,4.32,1.47,8.68,101.36,-7.57,7.66,,Diversified Telecommunication Services
CDW,CDW Corporation,,Information Technology,9,155.94,1.28,1.11,0.5,4,2.00,0.400,11/23/21,12/10/21,154.72,208.71,15.39,21.25,27.47,,9.01,24.28,In the Margin of Safety,-22,Blended,Ex-date,29,40.76,18.79,4.59,6.00,97.53,1.26,0.90,13.87,24.35,27.07,1.03,,"Electronic Equipment, Instruments and Components"
CE,Celanese Corporation,,Materials,13,123.19,2.21,2.21,0.68,4,2.72,0.620,2/8/21,2/23/21,121.59,176.50,7.09,7.99,13.57,28.03,-2.94,15.63,In the Margin of Safety,-24,Blended,Declaration date,16,5.71,54.80,22.32,17.81,47.36,1.65,0.47,16.43,7.51,3.36,0.28,,Chemicals
CFFI,C&F Financial Corporation,,Financials,12,46,3.48,3.16,0.4,4,1.60,0.380,6/14/21,7/1/21,46.00,55.00,5.27,3.58,4.25,4.61,17.70,3.54,In the Margin of Safety,-12,Blended,Ex-date,8,8.91,-7.29,21.43,44.08,13.85,0.17,0.00,,6.63,0.90,0.48,,Banks
CFR,"Cullen/Frost Bankers, Inc.",,Financials,29,117.03,2.56,2.96,0.75,4,3.00,0.720,8/30/21,9/15/21,100.35,147.39,3.85,3.49,6.58,4.91,30.32,15.99,At Fair Value,0,Blended,Ex-date,9,6.11,10.86,30.71,11.94,10.60,0.32,0.00,,21.24,2.45,3.75,,Banks
CGNX,Cognex Corporation,,Information Technology,7,42.25,0.62,0.37,0.065,4,0.26,0.060,11/18/21,12/3/21,41.69,92.17,8.70,9.58,10.76,10.16,-6.73,16.33,In the Margin of Safety,-105,Blended,Ex-date excl. specials,11,21.95,22.40,25.68,1.51,20.43,3.45,0.03,14.58,49.52,9.99,5.89,,"Electronic Equipment, Instruments and Components"
CHCO,City Holding Company,,Financials,12,78.18,3.07,2.86,0.6,4,2.40,0.580,1/13/22,1/31/22,71.62,86.30,2.19,5.73,6.36,5.50,-0.88,4.29,At Fair Value,0,Blended,Declaration date,9,16.31,6.72,38.98,7.31,13.54,0.13,0.00,,13.49,1.88,1.44,,Banks
CHCT,Community Healthcare Trust Incorporated,,Real Estate,7,32.98,5.34,4.55,0.44,4,1.76,0.438,5/12/22,5/27/22,32.57,50.76,2.37,2.42,2.48,,-5.00,9.67,In the Margin of Safety,-33,Blended,Ex-date,8,76.01,41.82,24.50,2.45,4.93,7.96,0.37,2.86,48.85,2.12,0.00,,Equity Real Estate Investment Trusts (REITs)
CHD,"Church & Dwight Co., Inc.",,Consumer Staples,26,82.2,1.28,1.28,0.263,4,1.05,0.253,2/14/22,3/1/22,80.34,105.28,4.89,5.05,7.15,10.53,15.07,13.08,In the Margin of Safety,-1,Blended,Ex-date,8,5.48,5.62,15.46,4.29,24.53,0.66,0.44,10.66,29.93,7.09,2.44,,Household Products
CHDN,Churchill Downs Incorporated,,Consumer Discretionary,11,173.72,0.38,0.64,0.667,1,0.67,0.622,12/2/21,1/7/22,172.75,262.20,7.24,7.08,8.68,12.81,-2.20,35.43,In the Margin of Safety,-29,Blended,Ex-date,9,263.03,45.46,15.59,12.77,98.12,1.21,0.87,8.78,33.41,26.13,1.20,,"Hotels, Restaurants and Leisure"
CHE,Chemed Corporation,,Health Care,14,437.63,0.33,0.34,0.36,4,1.44,0.340,8/13/21,9/2/21,403.00,539.87,5.98,6.37,6.85,8.65,10.49,16.89,In the Margin of Safety,-7,Blended,Ex-date,7,-15.87,2.46,12.48,19.66,33.51,0.67,0.29,22.06,29.22,11.33,1.47,,Healthcare Providers and Services
CHRW,"C.H. Robinson Worldwide, Inc.",,Industrials,23,101.09,2.18,2.37,0.55,4,2.20,0.510,12/10/21,1/3/22,84.67,115.99,30.89,11.62,8.70,7.98,15.94,10.13,In the Margin of Safety,-3,Blended,Ex-date,11,61.01,45.97,3.75,1.05,47.50,1.50,0.55,18.56,15.05,6.58,1.04,,Air Freight and Logistics
CINF,Cincinnati Financial Corporation,,Financials,62,112.7,2.45,2.51,0.69,4,2.76,0.630,3/17/22,4/15/22,108.88,143.22,6.18,6.27,5.87,4.85,34.71,19.48,At Fair Value,0,Blended,Ex-date excl. specials,8,2637.43,52.11,23.83,11.35,17.68,1.15,0.07,12.97,10.66,1.81,0.44,,Insurance
CIVB,"Civista Bancshares, Inc.",,Financials,11,20.66,2.71,1.98,0.14,4,0.56,0.120,7/19/21,8/2/21,20.10,25.94,20.00,16.68,18.62,24.58,7.49,5.90,In the Margin of Safety,-16,Blended,Ex-date,21,14.65,9.74,30.82,2.25,11.29,0.17,0.00,,9.56,1.09,1.60,,Banks
CL,Colgate-Palmolive Company,,Consumer Staples,59,73.92,2.54,2.39,0.47,4,1.88,0.450,4/20/22,5/13/22,72.20,85.61,2.28,2.33,2.91,4.50,-1.64,5.87,At Fair Value,0,Blended,Ex-date,5,-22.12,4.54,11.70,3.70,318.19,1.10,0.92,27.71,31.28,197.95,-11.43,,Household Products
CLX,The Clorox Company,,Consumer Staples,45,122.57,3.79,2.58,1.16,4,4.64,1.110,7/27/21,8/13/21,120.50,191.75,4.56,6.13,7.69,6.93,-26.04,-2.32,In the Margin of Safety,-13,Blended,Ex-date,11,-49.25,-5.51,6.45,6.77,61.70,0.71,0.85,10.23,37.44,42.78,-5.88,,Household Products
CM,Canadian Imperial Bank of Commerce,,Financials,5,49.25,5.24,4.95,0.645,4,2.58,0.578,3/25/22,4/28/22,48.93,66.24,-18.40,-3.81,5.65,0.24,28.16,21.10,In the Margin of Safety,-7,Blended,Fiscal year ex-date,11,19.11,13.35,31.71,-75.61,14.49,0.34,0.00,,7.81,1.12,2.36,,Banks
CMA,Comerica Incorporated,,Financials,11,73.75,3.69,4.05,0.68,4,2.72,0.670,3/12/20,4/1/20,63.07,102.09,0.00,7.17,24.49,21.13,30.47,12.34,In the Margin of Safety,-13,Blended,Pay date,28,15.76,8.06,31.80,-1.78,13.27,0.26,0.00,,12.27,1.78,0.79,,Banks
CMCS.A,Comcast Corporation,,Communication Services,14,37.91,2.85,2.13,0.27,4,1.08,0.250,4/5/22,4/27/22,37.56,61.80,44.93,9.58,12.71,16.09,-11.88,7.54,In the Margin of Safety,-38,Blended,Pay date,16,23.19,15.39,11.97,6.28,14.67,0.86,0.51,6.68,14.87,2.22,1.41,,Media
CME,CME Group Inc.,,Financials,12,203.28,1.97,1.69,1,4,4.00,0.900,3/9/22,3/25/22,185.79,256.94,7.25,9.10,8.51,11.15,20.16,16.54,In the Margin of Safety,-2,Blended,Ex-date excl. specials,10,43.24,3.69,58.11,7.25,10.22,1.02,0.13,5.49,31.07,3.08,2.95,,Capital Markets
CMI,Cummins Inc.,,Industrials,17,189.15,3.07,2.82,1.45,4,5.80,1.350,8/19/21,9/2/21,186.17,247.48,7.11,8.20,7.08,14.58,-18.88,12.13,In the Margin of Safety,-16,Blended,Ex-date,10,6.51,16.38,8.01,14.52,21.49,1.68,0.34,10.36,15.12,3.44,1.65,,Machinery
CMS,CMS Energy Corporation,,Utilities,16,61.5,2.99,2.71,0.46,4,1.84,0.435,2/10/22,2/28/22,57.92,73.76,6.49,6.65,6.94,7.34,17.51,10.97,At Fair Value,0,Blended,Ex-date,10,9.45,16.73,17.65,5.86,11.11,1.36,0.63,4.05,26.00,3.07,2.93,,Multi-Utilities
CNA,CNA Financial Corporation,,Financials,6,41.91,3.82,3.31,0.4,4,1.60,0.380,2/18/22,3/10/22,41.44,50.33,3.36,4.49,9.02,13.10,17.55,11.41,In the Margin of Safety,-15,Blended,Ex-date excl. specials,13,13.14,4.79,10.09,9.42,10.51,0.34,0.21,7.02,10.99,1.22,4.22,,Insurance
CNI,Canadian National Railway Company,,Industrials,27,108.27,2.16,1.73,0.584,4,2.33,0.572,6/8/22,6/30/22,100.66,137.19,14.06,12.63,11.82,11.67,17.63,16.50,In the Margin of Safety,-12,Blended,Ex-date,14,38.23,6.10,33.00,9.35,23.17,0.85,0.39,11.95,19.58,4.26,2.74,,Road and Rail
CNO,"CNO Financial Group, Inc.",,Financials,10,17.25,3.25,2.36,0.14,4,0.56,0.130,6/9/22,6/24/22,17.13,26.74,8.34,9.14,10.20,,5.57,18.64,In the Margin of Safety,-23,Blended,Ex-date,13,-3.56,-3.67,10.26,4.54,9.50,2.17,0.52,4.75,7.70,0.80,0.89,,Insurance
CNS,"Cohen & Steers, Inc.",,Financials,13,64.66,3.40,2.81,0.55,4,2.20,0.450,3/4/22,3/17/22,63.92,101.22,17.29,12.07,12.39,11.68,36.19,32.37,In the Margin of Safety,-12,Blended,Ex-date excl. specials,16,92.97,36.84,33.42,2.64,63.79,2.57,0.05,43.51,20.35,16.38,1.39,,Capital Markets
COFS,"ChoiceOne Financial Services, Inc.",,Financials,11,19.79,5.05,3.22,0.25,4,1.00,0.220,9/14/21,9/30/21,19.69,29.38,15.48,9.45,9.48,8.34,8.31,2.42,In the Margin of Safety,-49,Blended,Ex-date excl. specials,15,15.48,5.31,26.83,5.04,10.42,0.05,0.00,,8.94,0.99,0.89,,Banks
COST,Costco Wholesale Corporation,,Consumer Staples,18,451.76,0.80,0.86,0.9,4,3.60,0.790,4/28/22,5/13/22,380.30,612.27,12.86,11.50,11.92,12.66,64.54,35.73,At Fair Value,0,Blended,Ex-date excl. specials,13,19.35,16.56,2.60,17.65,30.58,1.04,0.31,18.08,39.54,11.17,2.32,,Food and Staples Retailing
